,ID,Text_length,Sentiment_polarity
733,733,short <100,Pretty negative
734,734,short <100,Neutral
735,735,short <100,Pretty negative
736,736,medium 100-500,Neutral
737,737,medium 100-500,Neutral
738,738,medium 100-500,Neutral
739,739,medium 100-500,Pretty negative
740,740,medium 100-500,Pretty negative
741,741,medium 100-500,Pretty negative
742,742,medium 100-500,Pretty positive
743,743,short <100,Neutral
744,744,short <100,Neutral
745,745,long >500,Pretty positive
746,746,medium 100-500,Neutral
747,747,medium 100-500,Pretty negative
748,748,medium 100-500,Pretty negative
749,749,short <100,Pretty positive
750,750,long >500,Neutral
751,751,long >500,Pretty negative
752,752,short <100,Neutral
753,753,long >500,Pretty negative
754,754,medium 100-500,Pretty negative
755,755,medium 100-500,Pretty positive
756,756,short <100,Neutral
757,757,medium 100-500,Pretty positive
758,758,medium 100-500,Pretty negative
759,759,long >500,Pretty negative
760,760,medium 100-500,Pretty positive
761,761,short <100,Pretty positive
762,762,medium 100-500,Pretty positive
763,763,short <100,Neutral
764,764,long >500,Pretty positive
765,765,long >500,Pretty positive
766,766,medium 100-500,Pretty positive
767,767,medium 100-500,Pretty positive
768,768,medium 100-500,Pretty positive
769,769,long >500,Pretty negative
770,770,medium 100-500,Pretty negative
771,771,long >500,Pretty positive
772,772,medium 100-500,Quite positive
773,773,long >500,Neutral
774,774,long >500,Pretty negative
775,775,short <100,Neutral
776,776,medium 100-500,Pretty negative
777,777,medium 100-500,Pretty negative
778,778,long >500,Pretty positive
779,779,short <100,Pretty negative
780,780,short <100,Neutral
781,781,medium 100-500,Pretty positive
782,782,long >500,Pretty positive
783,783,short <100,Pretty positive
784,784,short <100,Neutral
785,785,medium 100-500,Pretty negative
786,786,long >500,Pretty negative
787,787,short <100,Pretty positive
788,788,medium 100-500,Neutral
789,789,long >500,Pretty positive
790,790,long >500,Pretty positive
791,791,medium 100-500,Pretty positive
792,792,medium 100-500,Pretty negative
793,793,medium 100-500,Pretty positive
794,794,medium 100-500,Pretty positive
795,795,medium 100-500,Pretty positive
796,796,short <100,Pretty positive
797,797,long >500,Pretty positive
798,798,short <100,Neutral
799,799,short <100,Pretty negative
800,800,short <100,Neutral
801,801,medium 100-500,Pretty positive
802,802,short <100,Neutral
803,803,medium 100-500,Neutral
804,804,medium 100-500,Pretty negative
805,805,short <100,Quite positive
806,806,medium 100-500,Pretty negative
807,807,long >500,Pretty positive
808,808,medium 100-500,Neutral
809,809,short <100,Neutral
810,810,medium 100-500,Pretty positive
811,811,short <100,Pretty negative
812,812,long >500,Pretty positive
813,813,medium 100-500,Neutral
814,814,medium 100-500,Pretty positive
815,815,medium 100-500,Neutral
816,816,medium 100-500,Neutral
817,817,short <100,Quite positive
818,818,medium 100-500,Pretty negative
819,819,short <100,Neutral
820,820,medium 100-500,Pretty negative
821,821,medium 100-500,Pretty positive
822,822,medium 100-500,Pretty positive
823,823,short <100,Neutral
824,824,short <100,Pretty positive
825,825,long >500,Pretty negative
826,826,medium 100-500,Pretty positive
827,827,medium 100-500,Pretty positive
828,828,long >500,Pretty positive
829,829,short <100,Quite positive
830,830,short <100,Neutral
831,831,medium 100-500,Pretty positive
832,832,medium 100-500,Pretty positive
833,833,short <100,Neutral
834,834,short <100,Pretty positive
835,835,short <100,Neutral
836,836,medium 100-500,Pretty negative
837,837,medium 100-500,Pretty positive
838,838,long >500,Neutral
839,839,long >500,Neutral
840,840,long >500,Pretty positive
841,841,long >500,Pretty positive
842,842,short <100,Neutral
843,843,long >500,Pretty negative
844,844,short <100,Pretty negative
845,845,long >500,Pretty negative
846,846,long >500,Pretty positive
847,847,short <100,Neutral
848,848,medium 100-500,Pretty negative
849,849,long >500,Pretty negative
850,850,medium 100-500,Pretty positive
851,851,short <100,Neutral
852,852,long >500,Pretty positive
853,853,medium 100-500,Pretty positive
854,854,short <100,Neutral
855,855,long >500,Pretty positive
856,856,medium 100-500,Pretty positive
857,857,medium 100-500,Pretty negative
858,858,short <100,Pretty positive
859,859,medium 100-500,Pretty negative
860,860,short <100,Pretty positive
861,861,medium 100-500,Pretty negative
862,862,short <100,Neutral
863,863,short <100,Pretty positive
864,864,medium 100-500,Pretty positive
865,865,medium 100-500,Pretty positive
866,866,medium 100-500,Pretty positive
867,867,short <100,Pretty positive
868,868,short <100,Neutral
869,869,medium 100-500,Pretty positive
870,870,long >500,Pretty positive
871,871,long >500,Pretty positive
872,872,short <100,Neutral
873,873,long >500,Pretty negative
874,874,medium 100-500,Pretty negative
875,875,long >500,Pretty positive
876,876,medium 100-500,Pretty positive
877,877,long >500,Pretty negative
878,878,short <100,Neutral
879,879,medium 100-500,Pretty negative
880,880,medium 100-500,Pretty negative
881,881,short <100,Neutral
882,882,medium 100-500,Pretty positive
883,883,medium 100-500,Pretty positive
884,884,long >500,Pretty positive
885,885,long >500,Pretty positive
886,886,long >500,Pretty negative
887,887,medium 100-500,Pretty positive
888,888,medium 100-500,Pretty positive
889,889,medium 100-500,Neutral
890,890,medium 100-500,Neutral
891,891,medium 100-500,Pretty negative
892,892,long >500,Pretty positive
893,893,medium 100-500,Pretty positive
894,894,short <100,Pretty positive
895,895,medium 100-500,Pretty positive
896,896,short <100,Neutral
897,897,medium 100-500,Pretty positive
898,898,long >500,Pretty positive
899,899,medium 100-500,Pretty positive
900,900,medium 100-500,Neutral
901,901,long >500,Pretty negative
902,902,medium 100-500,Pretty negative
903,903,short <100,Pretty positive
904,904,long >500,Pretty negative
905,905,short <100,Pretty positive
906,906,medium 100-500,Neutral
907,907,medium 100-500,Pretty positive
908,908,short <100,Neutral
909,909,medium 100-500,Pretty negative
910,910,medium 100-500,Pretty positive
911,911,long >500,Pretty negative
912,912,medium 100-500,Neutral
913,913,short <100,Neutral
914,914,medium 100-500,Pretty positive
915,915,short <100,Neutral
916,916,long >500,Neutral
917,917,long >500,Pretty positive
918,918,long >500,Pretty positive
919,919,medium 100-500,Pretty positive
920,920,medium 100-500,Pretty positive
921,921,short <100,Neutral
922,922,short <100,Very negative
923,923,short <100,Neutral
924,924,medium 100-500,Pretty negative
925,925,short <100,Pretty positive
926,926,medium 100-500,Pretty positive
927,927,medium 100-500,Pretty positive
928,928,long >500,Pretty positive
929,929,short <100,Neutral
930,930,long >500,Pretty positive
931,931,short <100,Neutral
932,932,short <100,Neutral
933,933,medium 100-500,Pretty negative
934,934,short <100,Pretty positive
935,935,long >500,Pretty positive
936,936,medium 100-500,Pretty negative
937,937,short <100,Pretty negative
938,938,short <100,Pretty negative
939,939,medium 100-500,Pretty negative
940,940,medium 100-500,Pretty negative
941,941,medium 100-500,Pretty positive
942,942,medium 100-500,Pretty positive
943,943,short <100,Neutral
944,944,long >500,Pretty negative
945,945,medium 100-500,Pretty positive
946,946,short <100,Neutral
947,947,short <100,Pretty positive
948,948,medium 100-500,Pretty positive
949,949,long >500,Pretty positive
950,950,medium 100-500,Pretty positive
951,951,short <100,Pretty negative
952,952,medium 100-500,Pretty negative
953,953,short <100,Neutral
954,954,long >500,Pretty positive
955,955,long >500,Pretty positive
956,956,short <100,Pretty positive
957,957,medium 100-500,Pretty positive
958,958,long >500,Neutral
959,959,medium 100-500,Pretty positive
960,960,long >500,Pretty positive
961,961,medium 100-500,Pretty positive
962,962,short <100,Neutral
963,963,medium 100-500,Neutral
964,964,medium 100-500,Quite negative
965,965,medium 100-500,Neutral
966,966,medium 100-500,Pretty positive
967,967,medium 100-500,Pretty positive
968,968,short <100,Pretty positive
969,969,short <100,Pretty negative
970,970,short <100,Pretty positive
971,971,short <100,Neutral
972,972,medium 100-500,Pretty negative
973,973,long >500,Pretty negative
974,974,medium 100-500,Pretty positive
975,975,medium 100-500,Pretty positive
976,976,medium 100-500,Pretty negative
977,977,medium 100-500,Pretty positive
978,978,short <100,Pretty negative
979,979,short <100,Neutral
980,980,long >500,Pretty positive
981,981,medium 100-500,Pretty negative
982,982,short <100,Pretty positive
983,983,long >500,Pretty positive
984,984,short <100,Pretty positive
985,985,medium 100-500,Pretty positive
986,986,medium 100-500,Pretty negative
987,987,short <100,Pretty negative
988,988,short <100,Neutral
989,989,medium 100-500,Pretty negative
990,990,medium 100-500,Pretty positive
991,991,long >500,Pretty positive
992,992,long >500,Pretty positive
993,993,short <100,Neutral
994,994,long >500,Pretty positive
995,995,long >500,Pretty positive
996,996,long >500,Neutral
997,997,long >500,Pretty positive
998,998,medium 100-500,Neutral
999,999,short <100,Pretty positive
1000,1000,medium 100-500,Pretty positive
1001,1001,medium 100-500,Pretty positive
1002,1002,short <100,Neutral
1003,1003,medium 100-500,Pretty negative
1004,1004,medium 100-500,Very positive
1005,1005,medium 100-500,Pretty negative
1006,1006,short <100,Pretty positive
1007,1007,long >500,Pretty positive
1008,1008,medium 100-500,Neutral
1009,1009,long >500,Pretty negative
1010,1010,short <100,Pretty positive
1011,1011,long >500,Pretty positive
1012,1012,long >500,Neutral
1013,1013,short <100,Pretty negative
1014,1014,medium 100-500,Pretty positive
1015,1015,short <100,Pretty negative
1016,1016,short <100,Pretty negative
1017,1017,medium 100-500,Pretty negative
1018,1018,medium 100-500,Pretty negative
1019,1019,medium 100-500,Pretty positive
1020,1020,long >500,Pretty positive
1021,1021,medium 100-500,Pretty positive
1022,1022,short <100,Pretty negative
1023,1023,medium 100-500,Pretty positive
1024,1024,medium 100-500,Very positive
1025,1025,long >500,Pretty positive
1026,1026,short <100,Pretty positive
1027,1027,medium 100-500,Pretty positive
1028,1028,short <100,Neutral
1029,1029,medium 100-500,Pretty positive
1030,1030,long >500,Pretty negative
1031,1031,short <100,Pretty negative
1032,1032,medium 100-500,Pretty positive
1033,1033,short <100,Quite negative
1034,1034,short <100,Pretty positive
1035,1035,medium 100-500,Quite positive
1036,1036,long >500,Pretty positive
1037,1037,long >500,Neutral
1038,1038,short <100,Pretty positive
1039,1039,short <100,Pretty positive
1040,1040,medium 100-500,Pretty positive
1041,1041,medium 100-500,Neutral
1042,1042,short <100,Neutral
1043,1043,medium 100-500,Pretty positive
1044,1044,long >500,Neutral
1045,1045,long >500,Pretty positive
1046,1046,medium 100-500,Pretty positive
1047,1047,long >500,Neutral
1048,1048,long >500,Pretty positive
1049,1049,short <100,Pretty positive
1050,1050,short <100,Pretty positive
1051,1051,medium 100-500,Pretty positive
1052,1052,medium 100-500,Pretty positive
1053,1053,short <100,Pretty positive
1054,1054,medium 100-500,Pretty positive
1055,1055,medium 100-500,Pretty positive
1056,1056,long >500,Pretty positive
1057,1057,short <100,Neutral
1058,1058,medium 100-500,Pretty positive
1059,1059,medium 100-500,Pretty negative
1060,1060,long >500,Pretty positive
1061,1061,long >500,Pretty negative
1062,1062,short <100,Neutral
1063,1063,long >500,Pretty positive
1064,1064,long >500,Pretty negative
1065,1065,long >500,Pretty positive
1066,1066,long >500,Pretty positive
1067,1067,medium 100-500,Pretty positive
1068,1068,short <100,Neutral
1069,1069,medium 100-500,Pretty positive
1070,1070,short <100,Pretty positive
1071,1071,short <100,Neutral
1072,1072,long >500,Pretty negative
1073,1073,medium 100-500,Pretty positive
1074,1074,medium 100-500,Pretty positive
1075,1075,short <100,Neutral
1076,1076,medium 100-500,Neutral
1077,1077,medium 100-500,Neutral
1078,1078,long >500,Neutral
1079,1079,short <100,Neutral
1080,1080,medium 100-500,Pretty positive
1081,1081,medium 100-500,Pretty positive
1082,1082,long >500,Pretty positive
1083,1083,medium 100-500,Pretty positive
1084,1084,medium 100-500,Pretty positive
1085,1085,medium 100-500,Pretty positive
1086,1086,short <100,Neutral
1087,1087,medium 100-500,Pretty positive
1088,1088,long >500,Pretty positive
1089,1089,short <100,Pretty positive
1090,1090,short <100,Pretty positive
1091,1091,short <100,Neutral
1092,1092,short <100,Neutral
1093,1093,long >500,Pretty positive
1094,1094,short <100,Quite positive
1095,1095,short <100,Pretty positive
1096,1096,medium 100-500,Pretty positive
1097,1097,long >500,Pretty negative
1098,1098,short <100,Very negative
1099,1099,short <100,Pretty negative
1100,1100,short <100,Neutral
1101,1101,short <100,Pretty positive
1102,1102,long >500,Neutral
1103,1103,medium 100-500,Pretty negative
1104,1104,medium 100-500,Pretty negative
1105,1105,long >500,Pretty positive
1106,1106,medium 100-500,Pretty positive
1107,1107,medium 100-500,Neutral
1108,1108,short <100,Neutral
1109,1109,long >500,Pretty positive
1110,1110,short <100,Pretty positive
1111,1111,short <100,Neutral
1112,1112,short <100,Neutral
1113,1113,long >500,Neutral
1114,1114,short <100,Neutral
1115,1115,short <100,Neutral
1116,1116,long >500,Pretty positive
1117,1117,medium 100-500,Pretty negative
1118,1118,medium 100-500,Pretty negative
1119,1119,short <100,Pretty positive
1120,1120,long >500,Pretty positive
1121,1121,medium 100-500,Pretty negative
1122,1122,medium 100-500,Neutral
1123,1123,short <100,Pretty positive
1124,1124,short <100,Pretty positive
1125,1125,short <100,Pretty positive
1126,1126,medium 100-500,Pretty positive
1127,1127,medium 100-500,Pretty positive
1128,1128,short <100,Neutral
1129,1129,long >500,Pretty positive
1130,1130,short <100,Neutral
1131,1131,long >500,Pretty negative
1132,1132,medium 100-500,Pretty negative
1133,1133,medium 100-500,Pretty positive
1134,1134,medium 100-500,Pretty positive
1135,1135,short <100,Pretty positive
1136,1136,medium 100-500,Pretty positive
1137,1137,medium 100-500,Pretty positive
1138,1138,long >500,Pretty negative
1139,1139,medium 100-500,Pretty negative
1140,1140,medium 100-500,Neutral
1141,1141,short <100,Pretty positive
1142,1142,long >500,Pretty positive
1143,1143,long >500,Pretty negative
1144,1144,short <100,Neutral
1145,1145,medium 100-500,Pretty positive
1146,1146,short <100,Neutral
1147,1147,long >500,Pretty positive
1148,1148,long >500,Pretty positive
1149,1149,short <100,Quite positive
1150,1150,long >500,Pretty positive
1151,1151,short <100,Neutral
1152,1152,short <100,Pretty positive
1153,1153,long >500,Pretty negative
1154,1154,short <100,Neutral
1155,1155,short <100,Pretty negative
1156,1156,long >500,Pretty positive
1157,1157,short <100,Neutral
1158,1158,long >500,Pretty positive
1159,1159,medium 100-500,Pretty positive
1160,1160,medium 100-500,Pretty positive
1161,1161,short <100,Pretty negative
1162,1162,medium 100-500,Pretty negative
1163,1163,short <100,Pretty negative
1164,1164,medium 100-500,Pretty positive
1165,1165,medium 100-500,Pretty positive
1166,1166,medium 100-500,Neutral
1167,1167,short <100,Neutral
1168,1168,long >500,Pretty positive
1169,1169,short <100,Pretty negative
1170,1170,medium 100-500,Neutral
1171,1171,long >500,Pretty negative
1172,1172,short <100,Neutral
1173,1173,medium 100-500,Pretty positive
1174,1174,long >500,Pretty positive
1175,1175,short <100,Pretty negative
1176,1176,medium 100-500,Pretty negative
1177,1177,short <100,Neutral
1178,1178,short <100,Neutral
1179,1179,medium 100-500,Pretty negative
1180,1180,medium 100-500,Pretty positive
1181,1181,medium 100-500,Neutral
1182,1182,medium 100-500,Pretty positive
1183,1183,medium 100-500,Neutral
1184,1184,medium 100-500,Pretty negative
1185,1185,medium 100-500,Pretty positive
1186,1186,short <100,Neutral
1187,1187,medium 100-500,Pretty positive
1188,1188,medium 100-500,Pretty positive
1189,1189,medium 100-500,Pretty positive
1190,1190,medium 100-500,Pretty positive
1191,1191,long >500,Pretty positive
1192,1192,medium 100-500,Pretty positive
1193,1193,short <100,Neutral
1194,1194,medium 100-500,Pretty positive
1195,1195,medium 100-500,Pretty negative
1196,1196,medium 100-500,Pretty positive
1197,1197,medium 100-500,Pretty positive
1198,1198,medium 100-500,Pretty negative
1199,1199,short <100,Neutral
1200,1200,medium 100-500,Pretty positive
1201,1201,long >500,Pretty negative
1202,1202,short <100,Neutral
1203,1203,long >500,Pretty negative
1204,1204,short <100,Neutral
1205,1205,medium 100-500,Pretty positive
1206,1206,medium 100-500,Pretty positive
1207,1207,medium 100-500,Pretty positive
1208,1208,medium 100-500,Pretty positive
1209,1209,medium 100-500,Pretty positive
1210,1210,short <100,Quite positive
1211,1211,medium 100-500,Pretty negative
1212,1212,medium 100-500,Pretty positive
1213,1213,short <100,Neutral
1214,1214,short <100,Neutral
1215,1215,medium 100-500,Pretty negative
1216,1216,long >500,Pretty negative
1217,1217,medium 100-500,Pretty positive
1218,1218,medium 100-500,Pretty positive
1219,1219,medium 100-500,Pretty negative
1220,1220,short <100,Neutral
1221,1221,medium 100-500,Pretty positive
1222,1222,medium 100-500,Pretty positive
1223,1223,medium 100-500,Pretty positive
1224,1224,short <100,Pretty negative
1225,1225,long >500,Pretty negative
1226,1226,medium 100-500,Neutral
1227,1227,medium 100-500,Pretty positive
1228,1228,medium 100-500,Pretty positive
1229,1229,short <100,Pretty negative
1230,1230,medium 100-500,Pretty positive
1231,1231,long >500,Neutral
1232,1232,medium 100-500,Pretty positive
1233,1233,long >500,Pretty positive
1234,1234,short <100,Neutral
1235,1235,medium 100-500,Pretty positive
1236,1236,long >500,Neutral
1237,1237,long >500,Pretty positive
1238,1238,long >500,Pretty positive
1239,1239,medium 100-500,Neutral
1240,1240,medium 100-500,Pretty positive
1241,1241,long >500,Neutral
1242,1242,medium 100-500,Pretty positive
1243,1243,medium 100-500,Pretty positive
1244,1244,medium 100-500,Pretty negative
1245,1245,short <100,Pretty positive
1246,1246,short <100,Pretty negative
1247,1247,short <100,Quite positive
1248,1248,medium 100-500,Pretty positive
1249,1249,medium 100-500,Neutral
1250,1250,medium 100-500,Pretty positive
1251,1251,medium 100-500,Pretty negative
1252,1252,short <100,Pretty negative
1253,1253,short <100,Neutral
1254,1254,short <100,Pretty positive
1255,1255,long >500,Pretty positive
1256,1256,short <100,Pretty positive
1257,1257,long >500,Pretty negative
1258,1258,medium 100-500,Pretty positive
1259,1259,medium 100-500,Pretty positive
1260,1260,medium 100-500,Pretty positive
1261,1261,long >500,Pretty positive
1262,1262,medium 100-500,Pretty positive
1263,1263,medium 100-500,Pretty positive
1264,1264,long >500,Pretty positive
1265,1265,short <100,Pretty positive
1266,1266,medium 100-500,Pretty negative
1267,1267,long >500,Pretty negative
1268,1268,short <100,Neutral
1269,1269,medium 100-500,Pretty positive
1270,1270,medium 100-500,Pretty positive
1271,1271,short <100,Pretty positive
1272,1272,medium 100-500,Pretty negative
1273,1273,long >500,Pretty positive
1274,1274,short <100,Pretty positive
1275,1275,short <100,Neutral
1276,1276,short <100,Neutral
1277,1277,medium 100-500,Pretty negative
1278,1278,short <100,Neutral
1279,1279,medium 100-500,Pretty positive
1280,1280,short <100,Pretty positive
1281,1281,long >500,Pretty negative
1282,1282,medium 100-500,Pretty positive
1283,1283,medium 100-500,Pretty positive
1284,1284,short <100,Neutral
1285,1285,short <100,Pretty positive
1286,1286,medium 100-500,Pretty positive
1287,1287,medium 100-500,Pretty positive
1288,1288,short <100,Neutral
1289,1289,long >500,Neutral
1290,1290,medium 100-500,Pretty positive
1291,1291,medium 100-500,Pretty positive
1292,1292,medium 100-500,Pretty negative
1293,1293,medium 100-500,Pretty positive
1294,1294,medium 100-500,Neutral
1295,1295,long >500,Pretty positive
1296,1296,long >500,Pretty positive
1297,1297,medium 100-500,Pretty positive
1298,1298,short <100,Pretty negative
1299,1299,short <100,Neutral
1300,1300,medium 100-500,Pretty negative
1301,1301,medium 100-500,Pretty positive
1302,1302,short <100,Quite negative
1303,1303,short <100,Neutral
1304,1304,medium 100-500,Pretty positive
1305,1305,medium 100-500,Pretty negative
1306,1306,short <100,Pretty negative
1307,1307,medium 100-500,Pretty negative
1308,1308,short <100,Neutral
1309,1309,medium 100-500,Pretty positive
1310,1310,medium 100-500,Pretty positive
1311,1311,medium 100-500,Pretty positive
1312,1312,medium 100-500,Pretty positive
1313,1313,short <100,Pretty negative
1314,1314,medium 100-500,Pretty positive
1315,1315,short <100,Neutral
1316,1316,medium 100-500,Pretty negative
1317,1317,long >500,Pretty negative
1318,1318,medium 100-500,Pretty negative
1319,1319,medium 100-500,Pretty positive
1320,1320,short <100,Neutral
1321,1321,medium 100-500,Pretty positive
1322,1322,long >500,Pretty positive
1323,1323,short <100,Neutral
1324,1324,long >500,Neutral
1325,1325,short <100,Pretty positive
1326,1326,medium 100-500,Pretty positive
1327,1327,long >500,Pretty positive
1328,1328,medium 100-500,Pretty positive
1329,1329,short <100,Pretty negative
1330,1330,medium 100-500,Pretty positive
1331,1331,short <100,Neutral
1332,1332,medium 100-500,Pretty negative
1333,1333,long >500,Pretty negative
1334,1334,medium 100-500,Pretty positive
1335,1335,long >500,Pretty positive
1336,1336,short <100,Quite positive
1337,1337,medium 100-500,Quite positive
1338,1338,medium 100-500,Pretty positive
1339,1339,long >500,Pretty positive
1340,1340,medium 100-500,Pretty negative
1341,1341,medium 100-500,Neutral
1342,1342,medium 100-500,Neutral
1343,1343,short <100,Pretty positive
1344,1344,short <100,Pretty positive
1345,1345,long >500,Pretty positive
1346,1346,medium 100-500,Pretty positive
1347,1347,medium 100-500,Pretty negative
1348,1348,medium 100-500,Neutral
1349,1349,short <100,Pretty negative
1350,1350,short <100,Pretty positive
1351,1351,long >500,Pretty positive
1352,1352,short <100,Quite negative
1353,1353,long >500,Pretty positive
1354,1354,long >500,Pretty positive
1355,1355,medium 100-500,Pretty positive
1356,1356,short <100,Neutral
1357,1357,medium 100-500,Pretty positive
1358,1358,long >500,Pretty negative
1359,1359,medium 100-500,Pretty positive
1360,1360,medium 100-500,Pretty negative
1361,1361,medium 100-500,Pretty positive
1362,1362,short <100,Pretty positive
1363,1363,medium 100-500,Neutral
1364,1364,medium 100-500,Neutral
1365,1365,short <100,Pretty negative
1366,1366,medium 100-500,Pretty negative
1367,1367,short <100,Pretty positive
1368,1368,short <100,Quite positive
1369,1369,medium 100-500,Pretty positive
1370,1370,short <100,Pretty negative
1371,1371,medium 100-500,Pretty negative
1372,1372,long >500,Pretty positive
1373,1373,long >500,Pretty positive
1374,1374,short <100,Neutral
1375,1375,short <100,Neutral
1376,1376,medium 100-500,Pretty positive
1377,1377,medium 100-500,Pretty positive
1378,1378,medium 100-500,Pretty positive
1379,1379,medium 100-500,Pretty negative
1380,1380,medium 100-500,Pretty positive
1381,1381,medium 100-500,Pretty negative
1382,1382,long >500,Pretty positive
1383,1383,long >500,Neutral
1384,1384,medium 100-500,Pretty positive
1385,1385,long >500,Pretty positive
1386,1386,medium 100-500,Pretty positive
1387,1387,medium 100-500,Pretty positive
1388,1388,medium 100-500,Pretty negative
1389,1389,medium 100-500,Pretty positive
1390,1390,short <100,Neutral
1391,1391,medium 100-500,Pretty positive
1392,1392,short <100,Neutral
1393,1393,short <100,Neutral
1394,1394,short <100,Neutral
1395,1395,medium 100-500,Pretty negative
1396,1396,long >500,Pretty positive
1397,1397,long >500,Pretty positive
1398,1398,short <100,Pretty positive
1399,1399,short <100,Pretty negative
1400,1400,short <100,Pretty negative
1401,1401,long >500,Pretty positive
1402,1402,medium 100-500,Pretty positive
1403,1403,medium 100-500,Pretty positive
1404,1404,short <100,Neutral
1405,1405,medium 100-500,Pretty positive
1406,1406,short <100,Neutral
1407,1407,medium 100-500,Pretty positive
1408,1408,medium 100-500,Neutral
1409,1409,short <100,Pretty negative
1410,1410,long >500,Pretty positive
1411,1411,short <100,Neutral
1412,1412,long >500,Pretty positive
1413,1413,medium 100-500,Pretty negative
1414,1414,medium 100-500,Pretty positive
1415,1415,medium 100-500,Pretty positive
1416,1416,short <100,Pretty negative
1417,1417,medium 100-500,Pretty negative
1418,1418,short <100,Pretty positive
1419,1419,short <100,Pretty negative
1420,1420,short <100,Neutral
1421,1421,medium 100-500,Pretty positive
1422,1422,long >500,Pretty positive
1423,1423,long >500,Pretty positive
1424,1424,medium 100-500,Neutral
1425,1425,medium 100-500,Pretty negative
1426,1426,short <100,Pretty positive
1427,1427,medium 100-500,Neutral
